audit_id,child_id,agent,timestamp,confidence_score,status,execution_time_ms,escalated
AUD-CH-141-Bia-6263,CH-141,Bias Monitoring Agent,2026-03-02T12:09:23,0.93,passed,523,False
AUD-CH-141-Dat-4395,CH-141,Data Quality Agent,2026-03-02T12:09:35,0.95,passed,2103,False
AUD-CH-141-Con-2623,CH-141,Confidence and Abstention Agent,2026-03-02T12:09:49,0.96,passed,1555,False
AUD-CH-142-Inp-3582,CH-142,Input Aggregation Agent,2026-03-03T07:18:00,0.89,completed,759,False
AUD-CH-142-Pro-9902,CH-142,Profile Synthesis Agent,2026-03-03T07:18:25,0.77,completed,4266,False
AUD-CH-142-Pre-4897,CH-142,Prediction Agent,2026-03-03T07:19:01,0.95,completed,862,False
AUD-CH-142-Dom-9596,CH-142,Domain Analysis Agent,2026-03-03T07:19:15,0.74,escalated_to_human,1674,True
AUD-CH-142-Gui-6649,CH-142,Guideline Generation Agent,2026-03-03T07:19:43,0.85,completed,2112,False
AUD-CH-142-Goa-2025,CH-142,Goal Generation Agent,2026-03-03T07:19:59,0.98,completed,1728,False
AUD-CH-142-Mil-2374,CH-142,Milestone Planning Agent,2026-03-03T07:20:24,0.88,completed,813,False
AUD-CH-142-Car-3763,CH-142,Caregiver Guidance Agent,2026-03-03T07:20:35,0.95,completed,2090,False
AUD-CH-142-Eth-1340,CH-142,Ethics and Consent Agent,2026-03-03T07:20:46,0.96,passed,461,False
AUD-CH-142-Bia-2363,CH-142,Bias Monitoring Agent,2026-03-03T07:20:48,0.96,passed,762,False
AUD-CH-142-Dat-8116,CH-142,Data Quality Agent,2026-03-03T07:20:54,0.93,passed,567,False
AUD-CH-142-Con-7582,CH-142,Confidence and Abstention Agent,2026-03-03T07:21:04,0.78,flagged_for_review,1969,True
AUD-CH-143-Inp-1446,CH-143,Input Aggregation Agent,2026-03-03T00:17:00,0.71,escalated_to_human,5542,True
AUD-CH-143-Pro-9237,CH-143,Profile Synthesis Agent,2026-03-03T00:17:45,0.98,completed,1291,False
AUD-CH-143-Pre-2905,CH-143,Prediction Agent,2026-03-03T00:18:22,0.8,completed,941,False
AUD-CH-143-Dom-1563,CH-143,Domain Analysis Agent,2026-03-03T00:18:43,0.96,completed,658,False
AUD-CH-143-Gui-5843,CH-143,Guideline Generation Agent,2026-03-03T00:19:13,0.71,escalated_to_human,4633,True
AUD-CH-143-Goa-8642,CH-143,Goal Generation Agent,2026-03-03T00:19:27,0.86,completed,450,False
AUD-CH-143-Mil-3677,CH-143,Milestone Planning Agent,2026-03-03T00:20:12,0.96,completed,4096,False
AUD-CH-143-Car-1121,CH-143,Caregiver Guidance Agent,2026-03-03T00:20:15,0.94,completed,2766,False
AUD-CH-143-Eth-4755,CH-143,Ethics and Consent Agent,2026-03-03T00:20:42,0.93,passed,1104,False
AUD-CH-143-Bia-2873,CH-143,Bias Monitoring Agent,2026-03-03T00:20:47,0.96,passed,2006,False
AUD-CH-143-Dat-9728,CH-143,Data Quality Agent,2026-03-03T00:20:55,0.95,passed,644,False
AUD-CH-143-Con-2984,CH-143,Confidence and Abstention Agent,2026-03-03T00:21:05,0.94,passed,572,False
AUD-CH-144-Inp-3525,CH-144,Input Aggregation Agent,2026-03-03T02:27:00,0.8,completed,5556,False
AUD-CH-144-Pro-3832,CH-144,Profile Synthesis Agent,2026-03-03T02:27:14,0.74,escalated_to_human,671,True
AUD-CH-144-Pre-8405,CH-144,Prediction Agent,2026-03-03T02:27:30,0.92,completed,4749,False
AUD-CH-144-Dom-7419,CH-144,Domain Analysis Agent,2026-03-03T02:27:53,0.88,completed,2189,False
AUD-CH-144-Gui-7932,CH-144,Guideline Generation Agent,2026-03-03T02:28:25,0.86,completed,2270,False
AUD-CH-144-Goa-7424,CH-144,Goal Generation Agent,2026-03-03T02:29:02,0.95,completed,1038,False
AUD-CH-144-Mil-6918,CH-144,Milestone Planning Agent,2026-03-03T02:29:30,0.88,completed,3746,False
AUD-CH-144-Car-4408,CH-144,Caregiver Guidance Agent,2026-03-03T02:30:03,0.96,completed,2182,False
AUD-CH-144-Eth-3400,CH-144,Ethics and Consent Agent,2026-03-03T02:30:37,0.98,passed,1861,False
AUD-CH-144-Bia-5450,CH-144,Bias Monitoring Agent,2026-03-03T02:30:48,0.98,passed,1357,False
AUD-CH-144-Dat-4376,CH-144,Data Quality Agent,2026-03-03T02:30:56,0.93,passed,1138,False
AUD-CH-144-Con-2396,CH-144,Confidence and Abstention Agent,2026-03-03T02:31:00,0.92,passed,2141,False
AUD-CH-145-Inp-7361,CH-145,Input Aggregation Agent,2026-03-02T22:23:00,0.74,escalated_to_human,2168,True
AUD-CH-145-Pro-3390,CH-145,Profile Synthesis Agent,2026-03-02T22:23:37,0.76,completed,4336,False
AUD-CH-145-Pre-4183,CH-145,Prediction Agent,2026-03-02T22:23:51,0.93,completed,2955,False
AUD-CH-145-Dom-6687,CH-145,Domain Analysis Agent,2026-03-02T22:23:58,0.86,completed,1302,False
AUD-CH-145-Gui-2757,CH-145,Guideline Generation Agent,2026-03-02T22:24:36,0.8,completed,5139,False
AUD-CH-145-Goa-7125,CH-145,Goal Generation Agent,2026-03-02T22:25:14,0.69,escalated_to_human,3688,True
AUD-CH-145-Mil-7870,CH-145,Milestone Planning Agent,2026-03-02T22:25:48,0.76,completed,2928,False
AUD-CH-145-Car-9579,CH-145,Caregiver Guidance Agent,2026-03-02T22:25:52,0.85,completed,5054,False
AUD-CH-145-Eth-3419,CH-145,Ethics and Consent Agent,2026-03-02T22:26:01,0.97,passed,1071,False
AUD-CH-145-Bia-5151,CH-145,Bias Monitoring Agent,2026-03-02T22:26:08,0.96,passed,117,False
AUD-CH-145-Dat-2190,CH-145,Data Quality Agent,2026-03-02T22:26:17,0.94,passed,1463,False
AUD-CH-145-Con-7865,CH-145,Confidence and Abstention Agent,2026-03-02T22:26:24,0.94,passed,1456,False
AUD-CH-146-Inp-3458,CH-146,Input Aggregation Agent,2026-03-01T08:07:00,0.92,completed,222,False
AUD-CH-146-Pro-4575,CH-146,Profile Synthesis Agent,2026-03-01T08:07:05,0.98,completed,2742,False
AUD-CH-146-Pre-3857,CH-146,Prediction Agent,2026-03-01T08:07:30,0.69,escalated_to_human,2107,True
AUD-CH-146-Dom-3320,CH-146,Domain Analysis Agent,2026-03-01T08:08:15,0.74,escalated_to_human,948,True
AUD-CH-146-Gui-5023,CH-146,Guideline Generation Agent,2026-03-01T08:08:56,0.84,completed,5556,False
AUD-CH-146-Goa-3420,CH-146,Goal Generation Agent,2026-03-01T08:09:35,0.84,completed,4420,False
AUD-CH-146-Mil-3888,CH-146,Milestone Planning Agent,2026-03-01T08:09:52,0.98,completed,2480,False
AUD-CH-146-Car-4834,CH-146,Caregiver Guidance Agent,2026-03-01T08:10:15,0.87,completed,902,False
AUD-CH-146-Eth-8519,CH-146,Ethics and Consent Agent,2026-03-01T08:10:48,0.93,passed,2383,False
AUD-CH-146-Bia-3560,CH-146,Bias Monitoring Agent,2026-03-01T08:10:54,0.96,passed,264,False
AUD-CH-146-Dat-9311,CH-146,Data Quality Agent,2026-03-01T08:11:00,0.92,passed,624,False
AUD-CH-146-Con-8746,CH-146,Confidence and Abstention Agent,2026-03-01T08:11:10,0.91,passed,755,False
AUD-CH-147-Inp-5717,CH-147,Input Aggregation Agent,2026-03-02T18:36:00,0.82,completed,4808,False
AUD-CH-147-Pro-6054,CH-147,Profile Synthesis Agent,2026-03-02T18:36:23,0.87,completed,2920,False
AUD-CH-147-Pre-4808,CH-147,Prediction Agent,2026-03-02T18:37:05,0.75,completed,474,False
AUD-CH-147-Dom-2058,CH-147,Domain Analysis Agent,2026-03-02T18:37:42,0.87,completed,858,False
AUD-CH-147-Gui-6599,CH-147,Guideline Generation Agent,2026-03-02T18:38:24,0.68,escalated_to_human,3176,True
AUD-CH-147-Goa-1977,CH-147,Goal Generation Agent,2026-03-02T18:38:31,0.85,completed,2297,False
AUD-CH-147-Mil-1970,CH-147,Milestone Planning Agent,2026-03-02T18:38:43,0.77,completed,554,False
AUD-CH-147-Car-9915,CH-147,Caregiver Guidance Agent,2026-03-02T18:39:26,0.78,completed,4860,False
AUD-CH-147-Eth-3594,CH-147,Ethics and Consent Agent,2026-03-02T18:40:05,0.92,passed,719,False
AUD-CH-147-Bia-4338,CH-147,Bias Monitoring Agent,2026-03-02T18:40:16,0.95,passed,1321,False
AUD-CH-147-Dat-8369,CH-147,Data Quality Agent,2026-03-02T18:40:21,0.96,passed,2322,False
AUD-CH-147-Con-8968,CH-147,Confidence and Abstention Agent,2026-03-02T18:40:29,0.93,passed,690,False
AUD-CH-148-Inp-1535,CH-148,Input Aggregation Agent,2026-03-03T06:44:00,0.91,completed,3290,False
AUD-CH-148-Pro-2841,CH-148,Profile Synthesis Agent,2026-03-03T06:44:07,0.75,completed,4226,False
AUD-CH-148-Pre-5207,CH-148,Prediction Agent,2026-03-03T06:44:19,0.99,completed,1725,False
AUD-CH-148-Dom-3151,CH-148,Domain Analysis Agent,2026-03-03T06:44:40,0.75,completed,4268,False
AUD-CH-148-Gui-4857,CH-148,Guideline Generation Agent,2026-03-03T06:45:11,0.8,completed,5895,False
AUD-CH-148-Goa-9494,CH-148,Goal Generation Agent,2026-03-03T06:45:21,0.76,completed,2823,False
AUD-CH-148-Mil-6018,CH-148,Milestone Planning Agent,2026-03-03T06:46:03,0.88,completed,3020,False
AUD-CH-148-Car-4923,CH-148,Caregiver Guidance Agent,2026-03-03T06:46:21,0.96,completed,5300,False
AUD-CH-148-Eth-3063,CH-148,Ethics and Consent Agent,2026-03-03T06:46:37,0.92,passed,125,False
AUD-CH-148-Bia-6233,CH-148,Bias Monitoring Agent,2026-03-03T06:46:44,0.95,passed,1353,False
AUD-CH-148-Dat-9005,CH-148,Data Quality Agent,2026-03-03T06:46:57,0.95,passed,1385,False
AUD-CH-148-Con-7269,CH-148,Confidence and Abstention Agent,2026-03-03T06:47:10,0.95,passed,1765,False
AUD-CH-149-Inp-3839,CH-149,Input Aggregation Agent,2026-03-02T23:19:00,0.94,completed,5349,False
AUD-CH-149-Pro-8059,CH-149,Profile Synthesis Agent,2026-03-02T23:19:25,0.75,completed,895,False
AUD-CH-149-Pre-3483,CH-149,Prediction Agent,2026-03-02T23:19:30,0.92,completed,5688,False
AUD-CH-149-Dom-3147,CH-149,Domain Analysis Agent,2026-03-02T23:20:00,0.72,escalated_to_human,5334,True
AUD-CH-149-Gui-7975,CH-149,Guideline Generation Agent,2026-03-02T23:20:44,0.84,completed,4572,False
AUD-CH-149-Goa-3586,CH-149,Goal Generation Agent,2026-03-02T23:20:56,0.85,completed,544,False
AUD-CH-149-Mil-3738,CH-149,Milestone Planning Agent,2026-03-02T23:21:36,0.92,completed,3129,False
AUD-CH-149-Car-8890,CH-149,Caregiver Guidance Agent,2026-03-02T23:22:05,0.92,completed,2862,False
AUD-CH-149-Eth-1700,CH-149,Ethics and Consent Agent,2026-03-02T23:22:15,0.97,passed,598,False
AUD-CH-149-Bia-4360,CH-149,Bias Monitoring Agent,2026-03-02T23:22:21,0.96,passed,1395,False
AUD-CH-149-Dat-3342,CH-149,Data Quality Agent,2026-03-02T23:22:35,0.91,passed,1101,False
AUD-CH-149-Con-3643,CH-149,Confidence and Abstention Agent,2026-03-02T23:22:37,0.95,passed,2443,False
AUD-CH-150-Inp-9906,CH-150,Input Aggregation Agent,2026-03-02T14:07:00,0.8,completed,5124,False
AUD-CH-150-Pro-2525,CH-150,Profile Synthesis Agent,2026-03-02T14:07:34,0.93,completed,414,False
AUD-CH-150-Pre-3590,CH-150,Prediction Agent,2026-03-02T14:07:51,0.93,completed,3668,False
AUD-CH-150-Dom-3075,CH-150,Domain Analysis Agent,2026-03-02T14:08:25,0.93,completed,2208,False
AUD-CH-150-Gui-6934,CH-150,Guideline Generation Agent,2026-03-02T14:08:50,0.97,completed,5946,False
AUD-CH-150-Goa-6348,CH-150,Goal Generation Agent,2026-03-02T14:09:12,0.68,escalated_to_human,2125,True
AUD-CH-150-Mil-4423,CH-150,Milestone Planning Agent,2026-03-02T14:09:16,0.69,escalated_to_human,720,True
AUD-CH-150-Car-3572,CH-150,Caregiver Guidance Agent,2026-03-02T14:09:59,0.97,completed,1413,False
AUD-CH-150-Eth-3581,CH-150,Ethics and Consent Agent,2026-03-02T14:10:37,0.99,passed,1009,False
AUD-CH-150-Bia-1460,CH-150,Bias Monitoring Agent,2026-03-02T14:10:48,0.96,passed,1580,False
AUD-CH-150-Dat-2219,CH-150,Data Quality Agent,2026-03-02T14:10:57,0.96,passed,383,False
AUD-CH-150-Con-7152,CH-150,Confidence and Abstention Agent,2026-03-02T14:11:08,0.98,passed,1437,False
AUD-CH-151-Inp-2928,CH-151,Input Aggregation Agent,2026-03-01T09:40:00,0.9,completed,921,False
AUD-CH-151-Pro-8077,CH-151,Profile Synthesis Agent,2026-03-01T09:40:30,0.85,completed,5152,False
AUD-CH-151-Pre-1409,CH-151,Prediction Agent,2026-03-01T09:41:00,0.99,completed,1890,False
AUD-CH-151-Dom-3004,CH-151,Domain Analysis Agent,2026-03-01T09:41:41,0.92,completed,533,False
AUD-CH-151-Gui-5970,CH-151,Guideline Generation Agent,2026-03-01T09:42:18,0.94,completed,914,False
AUD-CH-151-Goa-8330,CH-151,Goal Generation Agent,2026-03-01T09:42:46,0.92,completed,993,False
AUD-CH-151-Mil-5445,CH-151,Milestone Planning Agent,2026-03-01T09:42:49,0.83,completed,3619,False
AUD-CH-151-Car-5325,CH-151,Caregiver Guidance Agent,2026-03-01T09:43:10,0.98,completed,646,False
AUD-CH-151-Eth-9611,CH-151,Ethics and Consent Agent,2026-03-01T09:43:20,0.98,passed,602,False
AUD-CH-151-Bia-4908,CH-151,Bias Monitoring Agent,2026-03-01T09:43:32,0.94,passed,599,False
AUD-CH-151-Dat-2074,CH-151,Data Quality Agent,2026-03-01T09:43:42,0.93,passed,1573,False
AUD-CH-151-Con-6432,CH-151,Confidence and Abstention Agent,2026-03-01T09:43:45,0.94,passed,1905,False
AUD-CH-152-Inp-5769,CH-152,Input Aggregation Agent,2026-03-01T21:11:00,0.68,escalated_to_human,930,True
AUD-CH-152-Pro-7511,CH-152,Profile Synthesis Agent,2026-03-01T21:11:32,0.81,completed,3444,False
AUD-CH-152-Pre-7804,CH-152,Prediction Agent,2026-03-01T21:11:45,0.83,completed,5395,False
AUD-CH-152-Dom-7041,CH-152,Domain Analysis Agent,2026-03-01T21:12:14,0.96,completed,2886,False
AUD-CH-152-Gui-2024,CH-152,Guideline Generation Agent,2026-03-01T21:12:56,0.72,escalated_to_human,245,True
AUD-CH-152-Goa-5846,CH-152,Goal Generation Agent,2026-03-01T21:13:23,0.83,completed,3350,False
AUD-CH-152-Mil-4215,CH-152,Milestone Planning Agent,2026-03-01T21:14:00,0.85,completed,1156,False
AUD-CH-152-Car-9095,CH-152,Caregiver Guidance Agent,2026-03-01T21:14:31,0.93,completed,2563,False
AUD-CH-152-Eth-4301,CH-152,Ethics and Consent Agent,2026-03-01T21:14:52,0.93,passed,863,False
AUD-CH-152-Bia-2376,CH-152,Bias Monitoring Agent,2026-03-01T21:15:03,0.94,passed,2003,False
AUD-CH-152-Dat-9369,CH-152,Data Quality Agent,2026-03-01T21:15:14,0.94,passed,1634,False
AUD-CH-152-Con-2186,CH-152,Confidence and Abstention Agent,2026-03-01T21:15:25,0.91,passed,1485,False
AUD-CH-153-Inp-4999,CH-153,Input Aggregation Agent,2026-03-01T15:53:00,0.93,completed,2210,False
AUD-CH-153-Pro-5965,CH-153,Profile Synthesis Agent,2026-03-01T15:53:04,0.74,escalated_to_human,4480,True
AUD-CH-153-Pre-4334,CH-153,Prediction Agent,2026-03-01T15:53:49,0.95,completed,2445,False
AUD-CH-153-Dom-1886,CH-153,Domain Analysis Agent,2026-03-01T15:53:56,0.77,completed,3778,False
AUD-CH-153-Gui-7344,CH-153,Guideline Generation Agent,2026-03-01T15:54:24,0.74,escalated_to_human,2742,True
AUD-CH-153-Goa-4244,CH-153,Goal Generation Agent,2026-03-01T15:54:39,0.91,completed,1322,False
AUD-CH-153-Mil-1705,CH-153,Milestone Planning Agent,2026-03-01T15:54:48,0.78,completed,835,False
AUD-CH-153-Car-7211,CH-153,Caregiver Guidance Agent,2026-03-01T15:55:01,0.91,completed,1602,False
AUD-CH-153-Eth-2143,CH-153,Ethics and Consent Agent,2026-03-01T15:55:43,0.97,passed,2143,False
AUD-CH-153-Bia-3900,CH-153,Bias Monitoring Agent,2026-03-01T15:55:51,0.95,passed,769,False
AUD-CH-153-Dat-3064,CH-153,Data Quality Agent,2026-03-01T15:55:54,0.94,passed,1803,False
AUD-CH-153-Con-5261,CH-153,Confidence and Abstention Agent,2026-03-01T15:55:58,0.92,passed,507,False
AUD-CH-154-Inp-4211,CH-154,Input Aggregation Agent,2026-03-02T03:26:00,0.96,completed,1090,False
AUD-CH-154-Pro-4568,CH-154,Profile Synthesis Agent,2026-03-02T03:26:25,0.97,completed,1927,False
AUD-CH-154-Pre-3936,CH-154,Prediction Agent,2026-03-02T03:26:33,0.82,completed,1876,False
AUD-CH-154-Dom-1019,CH-154,Domain Analysis Agent,2026-03-02T03:27:01,0.98,completed,4518,False
AUD-CH-154-Gui-7868,CH-154,Guideline Generation Agent,2026-03-02T03:27:44,0.79,completed,2692,False
AUD-CH-154-Goa-7721,CH-154,Goal Generation Agent,2026-03-02T03:28:03,0.88,completed,2048,False
AUD-CH-154-Mil-1091,CH-154,Milestone Planning Agent,2026-03-02T03:28:24,0.81,completed,1547,False
AUD-CH-154-Car-8828,CH-154,Caregiver Guidance Agent,2026-03-02T03:28:49,0.88,completed,2604,False
AUD-CH-154-Eth-1055,CH-154,Ethics and Consent Agent,2026-03-02T03:29:10,0.98,passed,1677,False
AUD-CH-154-Bia-8889,CH-154,Bias Monitoring Agent,2026-03-02T03:29:14,0.97,passed,429,False
AUD-CH-154-Dat-5240,CH-154,Data Quality Agent,2026-03-02T03:29:21,0.93,passed,499,False
AUD-CH-154-Con-7285,CH-154,Confidence and Abstention Agent,2026-03-02T03:29:32,0.96,passed,1116,False
AUD-CH-155-Inp-4142,CH-155,Input Aggregation Agent,2026-03-02T14:33:00,0.73,escalated_to_human,1708,True
AUD-CH-155-Pro-7997,CH-155,Profile Synthesis Agent,2026-03-02T14:33:27,0.94,completed,725,False
AUD-CH-155-Pre-9752,CH-155,Prediction Agent,2026-03-02T14:34:05,0.92,completed,1250,False
AUD-CH-155-Dom-1819,CH-155,Domain Analysis Agent,2026-03-02T14:34:10,0.7,escalated_to_human,1398,True
AUD-CH-155-Gui-4535,CH-155,Guideline Generation Agent,2026-03-02T14:34:43,0.79,completed,1843,False
AUD-CH-155-Goa-9095,CH-155,Goal Generation Agent,2026-03-02T14:35:20,0.72,escalated_to_human,1358,True
AUD-CH-155-Mil-6629,CH-155,Milestone Planning Agent,2026-03-02T14:35:43,0.7,escalated_to_human,1111,True
AUD-CH-155-Car-4049,CH-155,Caregiver Guidance Agent,2026-03-02T14:35:58,0.68,escalated_to_human,1478,True
AUD-CH-155-Eth-6090,CH-155,Ethics and Consent Agent,2026-03-02T14:36:08,0.95,passed,691,False
AUD-CH-155-Bia-2183,CH-155,Bias Monitoring Agent,2026-03-02T14:36:20,0.96,passed,2235,False
AUD-CH-155-Dat-6680,CH-155,Data Quality Agent,2026-03-02T14:36:31,0.93,passed,1677,False
AUD-CH-155-Con-8893,CH-155,Confidence and Abstention Agent,2026-03-02T14:36:37,0.97,passed,1395,False
AUD-CH-156-Inp-9044,CH-156,Input Aggregation Agent,2026-03-02T19:37:00,0.81,completed,3258,False
AUD-CH-156-Pro-3158,CH-156,Profile Synthesis Agent,2026-03-02T19:37:40,0.89,completed,837,False
AUD-CH-156-Pre-2767,CH-156,Prediction Agent,2026-03-02T19:38:22,0.91,completed,5481,False
AUD-CH-156-Dom-6130,CH-156,Domain Analysis Agent,2026-03-02T19:38:25,0.85,completed,5057,False
AUD-CH-156-Gui-8406,CH-156,Guideline Generation Agent,2026-03-02T19:38:51,0.96,completed,1385,False
AUD-CH-156-Goa-4311,CH-156,Goal Generation Agent,2026-03-02T19:39:15,0.82,completed,4055,False
AUD-CH-156-Mil-3836,CH-156,Milestone Planning Agent,2026-03-02T19:39:40,0.91,completed,4588,False
AUD-CH-156-Car-8318,CH-156,Caregiver Guidance Agent,2026-03-02T19:40:13,0.7,escalated_to_human,1798,True
AUD-CH-156-Eth-9327,CH-156,Ethics and Consent Agent,2026-03-02T19:40:21,0.95,passed,786,False
AUD-CH-156-Bia-1645,CH-156,Bias Monitoring Agent,2026-03-02T19:40:32,0.99,passed,241,False
AUD-CH-156-Dat-5572,CH-156,Data Quality Agent,2026-03-02T19:40:37,0.93,passed,2444,False
AUD-CH-156-Con-2297,CH-156,Confidence and Abstention Agent,2026-03-02T19:40:52,0.94,passed,1261,False
AUD-CH-157-Inp-3554,CH-157,Input Aggregation Agent,2026-03-02T13:40:00,0.86,completed,627,False
AUD-CH-157-Pro-7329,CH-157,Profile Synthesis Agent,2026-03-02T13:40:13,0.96,completed,4550,False
AUD-CH-157-Pre-6513,CH-157,Prediction Agent,2026-03-02T13:40:22,0.98,completed,2397,False
AUD-CH-157-Dom-8595,CH-157,Domain Analysis Agent,2026-03-02T13:40:54,0.85,completed,308,False
AUD-CH-157-Gui-4244,CH-157,Guideline Generation Agent,2026-03-02T13:41:02,0.73,escalated_to_human,342,True
AUD-CH-157-Goa-6577,CH-157,Goal Generation Agent,2026-03-02T13:41:28,0.96,completed,3151,False
AUD-CH-157-Mil-2845,CH-157,Milestone Planning Agent,2026-03-02T13:41:31,0.72,escalated_to_human,247,True
AUD-CH-157-Car-3786,CH-157,Caregiver Guidance Agent,2026-03-02T13:41:52,0.95,completed,489,False
AUD-CH-157-Eth-5370,CH-157,Ethics and Consent Agent,2026-03-02T13:42:32,0.98,passed,317,False
AUD-CH-157-Bia-5892,CH-157,Bias Monitoring Agent,2026-03-02T13:42:45,0.97,passed,2104,False
AUD-CH-157-Dat-2351,CH-157,Data Quality Agent,2026-03-02T13:42:56,0.93,passed,1472,False
AUD-CH-157-Con-9026,CH-157,Confidence and Abstention Agent,2026-03-02T13:42:58,0.92,passed,823,False
AUD-CH-158-Inp-2737,CH-158,Input Aggregation Agent,2026-03-01T09:51:00,0.98,completed,5649,False
AUD-CH-158-Pro-8007,CH-158,Profile Synthesis Agent,2026-03-01T09:51:34,0.84,completed,4422,False
AUD-CH-158-Pre-3074,CH-158,Prediction Agent,2026-03-01T09:51:56,0.97,completed,3187,False
AUD-CH-158-Dom-9084,CH-158,Domain Analysis Agent,2026-03-01T09:52:05,0.8,completed,5203,False
AUD-CH-158-Gui-6295,CH-158,Guideline Generation Agent,2026-03-01T09:52:08,0.89,completed,5058,False
AUD-CH-158-Goa-9530,CH-158,Goal Generation Agent,2026-03-01T09:52:44,0.81,completed,851,False
AUD-CH-158-Mil-7604,CH-158,Milestone Planning Agent,2026-03-01T09:53:11,0.85,completed,3385,False
AUD-CH-158-Car-6520,CH-158,Caregiver Guidance Agent,2026-03-01T09:53:22,0.77,completed,4965,False
AUD-CH-158-Eth-9128,CH-158,Ethics and Consent Agent,2026-03-01T09:53:35,0.92,passed,1868,False
AUD-CH-158-Bia-7629,CH-158,Bias Monitoring Agent,2026-03-01T09:53:46,0.96,passed,1030,False
AUD-CH-158-Dat-6457,CH-158,Data Quality Agent,2026-03-01T09:53:54,0.92,passed,2285,False
AUD-CH-158-Con-1062,CH-158,Confidence and Abstention Agent,2026-03-01T09:54:08,0.92,passed,893,False
AUD-CH-159-Inp-6451,CH-159,Input Aggregation Agent,2026-03-01T14:29:00,0.69,escalated_to_human,3659,True
AUD-CH-159-Pro-9400,CH-159,Profile Synthesis Agent,2026-03-01T14:29:17,0.99,completed,3906,False
AUD-CH-159-Pre-1861,CH-159,Prediction Agent,2026-03-01T14:29:55,0.73,escalated_to_human,3505,True
AUD-CH-159-Dom-8972,CH-159,Domain Analysis Agent,2026-03-01T14:30:34,0.92,completed,371,False
AUD-CH-159-Gui-6464,CH-159,Guideline Generation Agent,2026-03-01T14:30:41,0.93,completed,3658,False
AUD-CH-159-Goa-8014,CH-159,Goal Generation Agent,2026-03-01T14:30:45,0.83,completed,2795,False
AUD-CH-159-Mil-6152,CH-159,Milestone Planning Agent,2026-03-01T14:31:21,0.94,completed,3397,False
AUD-CH-159-Car-9773,CH-159,Caregiver Guidance Agent,2026-03-01T14:31:27,0.84,completed,2688,False
AUD-CH-159-Eth-2458,CH-159,Ethics and Consent Agent,2026-03-01T14:31:57,0.97,passed,558,False
AUD-CH-159-Bia-8747,CH-159,Bias Monitoring Agent,2026-03-01T14:32:02,0.97,passed,1291,False
AUD-CH-159-Dat-7720,CH-159,Data Quality Agent,2026-03-01T14:32:08,0.91,passed,788,False
AUD-CH-159-Con-1699,CH-159,Confidence and Abstention Agent,2026-03-01T14:32:16,0.92,passed,426,False
AUD-CH-160-Inp-4505,CH-160,Input Aggregation Agent,2026-03-01T22:39:00,0.81,completed,1809,False
AUD-CH-160-Pro-9624,CH-160,Profile Synthesis Agent,2026-03-01T22:39:04,0.97,completed,2832,False
AUD-CH-160-Pre-9329,CH-160,Prediction Agent,2026-03-01T22:39:13,0.94,completed,1840,False
AUD-CH-160-Dom-7039,CH-160,Domain Analysis Agent,2026-03-01T22:39:28,0.99,completed,705,False
AUD-CH-160-Gui-1987,CH-160,Guideline Generation Agent,2026-03-01T22:39:42,0.79,completed,3363,False
AUD-CH-160-Goa-9329,CH-160,Goal Generation Agent,2026-03-01T22:40:20,0.83,completed,709,False
AUD-CH-160-Mil-4509,CH-160,Milestone Planning Agent,2026-03-01T22:41:05,0.94,completed,2475,False
AUD-CH-160-Car-2009,CH-160,Caregiver Guidance Agent,2026-03-01T22:41:41,0.85,completed,4106,False
AUD-CH-160-Eth-1196,CH-160,Ethics and Consent Agent,2026-03-01T22:41:45,0.94,passed,188,False
AUD-CH-160-Bia-1111,CH-160,Bias Monitoring Agent,2026-03-01T22:41:55,0.96,passed,328,False
AUD-CH-160-Dat-8299,CH-160,Data Quality Agent,2026-03-01T22:42:05,0.99,passed,1064,False
AUD-CH-160-Con-4463,CH-160,Confidence and Abstention Agent,2026-03-01T22:42:17,0.98,passed,2491,False
AUD-CH-161-Inp-9117,CH-161,Input Aggregation Agent,2026-03-01T11:23:00,0.87,completed,1187,False
AUD-CH-161-Pro-1730,CH-161,Profile Synthesis Agent,2026-03-01T11:23:45,0.81,completed,2443,False
AUD-CH-161-Pre-5975,CH-161,Prediction Agent,2026-03-01T11:23:53,0.75,completed,3189,False
AUD-CH-161-Dom-2776,CH-161,Domain Analysis Agent,2026-03-01T11:24:37,0.77,completed,2207,False
AUD-CH-161-Gui-1869,CH-161,Guideline Generation Agent,2026-03-01T11:24:45,0.86,completed,3405,False
AUD-CH-161-Goa-4731,CH-161,Goal Generation Agent,2026-03-01T11:25:02,0.92,completed,1767,False
AUD-CH-161-Mil-6297,CH-161,Milestone Planning Agent,2026-03-01T11:25:23,0.73,escalated_to_human,1700,True
AUD-CH-161-Car-5825,CH-161,Caregiver Guidance Agent,2026-03-01T11:25:52,0.94,completed,1477,False
AUD-CH-161-Eth-2156,CH-161,Ethics and Consent Agent,2026-03-01T11:26:15,0.94,passed,535,False
AUD-CH-161-Bia-8962,CH-161,Bias Monitoring Agent,2026-03-01T11:26:28,0.94,passed,1211,False
AUD-CH-161-Dat-4536,CH-161,Data Quality Agent,2026-03-01T11:26:36,0.98,passed,1861,False
AUD-CH-161-Con-7933,CH-161,Confidence and Abstention Agent,2026-03-01T11:26:51,0.97,passed,1805,False
AUD-CH-162-Inp-8281,CH-162,Input Aggregation Agent,2026-03-02T18:05:00,0.75,completed,2725,False
